CO_NCM;NO_NCM_ING
84529089;Other parts of sewing machines for home use
84529091;Thread-guides, shuttles, etc.f/other sewing machines
84529092;Parts of mach.f/sewing toget.parts of knitted garments
84529093;Rotary shuttles of sewing machines
84529094;Moulded bodies by foundry
84529099;Parts of other sewing machines
84531010;Mach.f/divide leathers c/w<=3m, endless lamin.electron.
84531090;Other machines f/produc./tan/work leathers/skins
84532000;Machinery for making or repairing footwear
52122100;Other fabrics of cotton, raw, weight>200g/m2
84490099;Parts and acces.machinery f/manuf./finish.of felt, etc.
84501100;Washing machines, cap<=10kg, fully automatic machin.
84501200;Washing machines, cap<=10kg, with built-in centrif.drier
84501900;Oth.washing machines, capac<=10kg of dry clothes
84713090;Oth.portable digital autom.data-proc.machin.w<=10kg, etc
84714110;Dig.data-proc.mach.w<750g, entr.data/command, scr <280cm2
84714190;Ot.dig.mach.f/data-proc.with/cpu, incl.input/output unt.
84714900;Other aut. proces. dig. machine by form of system
84714911;System of unit proces.dig.small cap.etc.fob<=us$12500
84714912;System of unit proces.dig.medium cap.etc.fob<=us$46000
84714913;System of unit proces.dig.big cap.etc.fob<=us$100000
84714914;System of unit proc.dig.very big cap.etc.fob<=us$100000
84714915;System of ot.unit proc.dig.with unit of mem.input/outp.
84714921;System of printer of impact, of line
84714922;System of printer of impact, braille
48051900;Other paper forcorrugated, uncoated, in rolls/sheets
48052100;Multi-ply paper/paperb., bleached, rolls/sheets
48052200;Multi-ply paper/paperb., 1 external bleached ply
48052300;Multi-ply paper/paperb., 2 external bleached ply
48052400;Testliner paper, uncoated, in rolls/sheets, w<=150g/m2
48052500;Testliner paper, uncoated, in rolls/sheets, w>150g/m2
48052900;Oth.paper/paperb.of multiple layers, uncoat.rolls/sheets
48053000;Sulphite wrapping paper, n/covered, in rolls/sheets
48054000;Filter paper and paperboard, uncoated, in rolls/sheets
39201010;Plates of polymers of ethylene, n/reinf.etc.roll w<=66cm
39209910;Plates, etc.of silicones, without support, n/reinf.etc
39209920;Plates, etc.poly(vinyl alcohol), without supp., n/rein.etc
39209930;Plates, etc.polym.of vinyl fluor., without sup.n/rein.etc
39209940;Plates, etc.polym.of polyimides, without supp., n/rein.etc
39209950;Plates, etc. of poli(chlorotrifluoroethylene), no reinforce, etc
39209990;Oth.plates, etc.of ot.plastic, n/alveol.without supp.etc
39129090;Ot.cellulose and its chemical derivatives, primary forms
39131000;Alginic acid,  its salts and esters, primary forms
39139011;Chlorinated/hydrochloride rubber, in pieces, clots, etc.
39139012;Chlorinated rubber, in other forms
39139019;Ot.natural rubber/its chemical derivatives, prim.forms
39139020;Xanthane gum, in primary forms
39139030;Dextran, in primary forms
40102200;Conveyor belt endless trapez.18<c<=24dm, vulcan.rub
39201090;Other plates of polymers of ethylene, n/reinf.etc.
39201091;Plates of polymers of ethyl., n/reinf.etc.prod.acum.elec
39201099;Other plates of polymers of ethylene, n/reinforced, etc
39202011;Plates, etc.polym.of prop.biax.orien.metal./without sup
38249088;Mixtures of dihalogenated n, n-dialkyl phosphoroamid.etc
48083000;Other kraft paper, creped or crinkled, etc.rolls/sheets
48084000;Kraft paper, creped/crinkled
48089000;Other paper/paperb.wavy/creped, etc.rolls/sheets
48091000;Carbon paper or similar, in rolls and sheets
48092000;Self-copy paper, in rolls and sheets
48099000;Other paper forcopies or duplication, in rolls and sheets
48101100;Paper forwriting, etc.fibre mec.proc.<=10%, w<=150g/m2
48101210;Metall.paper/paperb.fibre mech.proc<=10%, w>150g/m2, etc
48101220;Baryta paper/paperb., fibre mech.proc<=10%, w>150g/m2, etc
48101290;Oth.paper forwriting, etc.fibre mech.proc<=10%, w>150g/m2
38249083;Tiophosph.triisocianate phen./triphenylmet.in sol.etc
38249084;Propylene oxide mixt.c/<= 30% b/weight of ethyl.oxide
31032000;Basic slag
31039011;Hydrogenorthophosphate calcium cont.p2o5<=46%
37013050;Film in the flat, polyesters heliograp.sens.unex.d>255mm
37013090;Other plates and film in the flat, sens.unex.d>255mm
37019100;Ot.plates/film flat, sensit.unexposed forcolour phothog.
37019900;Oth.plates/film flat, sensitiz.unexposed formonoc.phothog
37021010;Film for x-ray, sensitized 1 side unexposed in rolls
37021020;Film for x-ray, sensitized 2 side unexposed in rolls
37022010;Film instant print, unexp.forcolour photografic, in rolls
37022020;Film instant print, unexp.formonoc.photografic, in rolls
37023100;Ot.film forcolour photografic, sens.unex.w<=105mm, rolls
37023200;Films, c/silver halide emulsion sens.unex.w<=105mm, rolls
37023900;Oth.films, n/perforated sensitized unex.w<=105mm, rolls
37024100;Films forcolour photog., sen.unex.w>610mm, l>200m, rolls
37024210;Films forgraphic arts, sen.unex.w>610mm, l>200m, rolls
32082020;Varnishes acrylic/vinyl polym., disper./dissol.n/aqueous
32082030;Solutions acrylic/vinyl polym., disper./dissol.n/aqueous
32089010;Paint of ot.syn.polymers, etc, dispersed/dissol.n/aqueous
32089021;Varnishes of cellulose deriv., dispers./dissol.n/aqueous
32089029;Varnishes of ot.synt.polim.etc, disper./dissol.n/aqueous
32089031;Solutions of silicones dispersed/dissolved n/aqueous
39119029;Other polyterpenes, etc.without filler, primary forms
39121110;Cellulose acetate, non-plasticised, with filler, prim.form
39121120;Cellulose acetate, non-plastic., without filler, prim.form
39121200;Cellulose acetate, plasticised, primary form
39122010;Cellulose nitrate, with filler, primary form
32082019;Other paints based on acrylic or vinyl polymers
39122021;Cellul.nitrate, with fil., in alc.non-volat.content>=65%
39122029;Other cellulose nitrate, with filler, in primary form
32042011;4, 4-bis(1, 3, 5)triazinyl-6-amin.-2, 2-disulp.acid der.etc
32042019;Oth.stilbene deriv.used as fluoresc.brightening agents
32042090;Ot.synt.org.prod.used as fluorescent brightening agents
30045040;Medicament c/vitamina a1 (retinol), etc.in doses
30045050;Medicament c/calcium d-pantothenate, etc.in doses
41043911;Ot.leat./skins, bovine, after-tann.prepar.n/finishing
41043912;Ot.leat./skins, bovine, after-tann.prepar.with finishing
41043990;Oth.leath./skins, bovine/equine, parchment-dressed
41044110;Whole leath.of bovines, dry state, grain splits s<=2, 6m2
38249089;Other produc./preparat. based on organic compounds
38249090;Other produc./preparat.of chemical ind./allied ind.etc
38251000;Municipal waste
30044020;Medicam.c/pilocarpine/its nitrate/hydrochloride, doses
30044030;Medic.c/dihydroergocristine methanesulp., doses
30044040;Medicament c/codeine or its salts, in doses
30044050;Medicam.c/granisetron, tropisetron, etc.in doses
30044090;Oth.medicam.c/alkaloids/hormones, etc.in doses
30045010;Medicament c/calcium folinate (leucovorine), in doses
30045020;Medicam.c/nicotinamide ac./its sodium salt, etc.in doses
30045030;Medicament c/hydroxycobalamine/its salts, in doses
37024290;Oth.films, n/perforated sen.unex.w>610mm, l>200m, rolls
85176149;Other appar/equip. of transm./recep. of telec. by satellite
85176191;Other appar/equip dig.radio, freq.<=23ghz,rate<=8mbits/s
55151100;Fabric of polyester fibres with rayon viscose
55151200;Fabric of polyester fibres with filament synt/artif.
60023010;Mesh fabrics of cotton, w>30cm, c/elastom.etc
60023020;Mesh fabrics of synt/artif fibre, w>30cm, c/elastom.etc
60023090;Mesh fabrics of oth.text.mater.w>30cm, c/elastom.etc
60012100;Towelling fabric, fabric of cotton mesh
60012200;Towelling fabric, of fibre mesh synthetic/artificial
60012900;Towelling fabric, of other textile materials
60019100;Pile fabrics, of cotton mesh
60019200;Pile fabrics, of fibre mesh synthetic/artificial
60019900;Pile fabrics, of mesh of other textile materials
60021010;Mesh fabrics of cotton, w<=30cm, cont.elastomeric, etc
60021020;Mesh fabrics of synt/artif fibre, w<=30cm, c/elastom.etc
60021090;Mesh fabrics of oth.text.mater.w<=30cm, c/elastom.etc
60022010;Other mesh fabrics of cotton, w<=30cm
60022020;Other mesh fabrics of synt/artif fibre, w<=30cm
60022090;Oth.mesh fabrics of oth.text.mater.w<=30cm
52041111;Sewing thread, of raw cotton>=85%, tit.<=5000d, cable=2
52041112;Sewing thread, of raw cotton>=85%, tit.<=5000d, cable>=3
52041120;Sewing thread, of raw cotton>=85%, tit.>5000dec.
48045100;Paper/kraft paperb., raw, w>=225g/m2, in rolls/sheets
48043190;Oth.paper/kraft paperboard, raw<=150g/m2, rolls/sheets
48043910;Oth.paper/kraft paperb., w<=150g/m2, dielec.streng.>=600v
48043990;Oth.paper/kraft paperb., w<=150g/m2, in rolls/sheets
48044100;Paper/paperboard kraft, raw, 150<w<225g/m2, rolls/sheets
48044200;Kraft paper, bleach.fibre chem.proc.>95%, 150<w<=225g/m2
48044900;Oth.paper/kraft paperboard, 150<w<225g/m2, rolls/sheets
48045200;Pap./kraft paperb, bleac.fibre chem.proc.>95%, w>=225g/m2
48045900;Other paper/kraft paperb.w>=225g/m2, in rolls/sheets
39181000;Floor coverings, etc.of polymers of vinyl chloride
39189000;Floor coverings, walls/roofs, of other plastics
39191000;Plates, sheets, etc.self-adhes., of plastics, rolls, w<=20cm
44101900;Other woodboards
44101911;Waferboard
44101919;Other waferboard
44101991;Other wood boards, in rough or simply polished
44101992;Other wood boards, coverd by melamine paper
44101999;Other wood boards, cover. sup. with laminates, sheet of plastic
44102100;"Particle board ""waferboard"", etc.unworked"
44102900;"Other particle board""waferboard"", etc."
44103100;Oth.board wood in brute/simply polished
44103200;Other board wood, covered, melanine paper
44103300;Other board wood, covered, laminates of plastics
44103900;Other wood panels
44109000;Board of other woody matters
44111100;Fibreboard of wood, n/mechanically worked d>0.8g/cm3
44111210;Fibreboards of wood, not mechanically worked t>5mm
48114190;Other paper/paperboard self-adhesive, in rolls/sheets
48114910;Other paper/paperboard self-adhesive, strip/roll w<=15cm
48114990;Oth.gummed/adhesive paper and paperboard, rolls/sheets
41012020;Divid./whol.leathers/skin, bovine, grain splits, w<=8kg
41012030;Divid./whol.leat./skin, bovine, splits(than grain)w<=8kg
41012110;Raw skins of bovine, whole, n/divided, fresh, etc.
41012120;Raw skins of bovine, whole, grain splits, fresh, etc
44083100;Sheets forveneering, of dark/light red meranti, etc.t<=6mm
44083110;Sheets forveneering, etc.coniferous wood stratified
44083190;Sheets forveneering, etc.of dark red meranti, etc
35079023;Streptokinase
35079024;Streptodornase
35079025;Mixed streptoquinase and streptodornase
35079026;Papain
35079029;Other proteases and its concentrated
35079031;Lysozyme and its hydrochloride
35079032;L-asparaginase
35079039;Other enzymes and its concentrated
35079041;Prepared enzymes with a basis of cellulases
35079042;Prepared enzymes based on transglutaminase
35079049;Other prepared enzymes
36010000;Propellent powders
36049090;Other signalling flares and pyrotechnic articles
36050000;Matches, other than pyrotechnic articles
39079999;Other polyethers in primary forms
39081011;Polyamide-11 liquids and pastes
39081012;Polyamide-12 liquids and pastes
39081013;Polyamide-6/polyamide-6, 6, with load liquids and pastes
39081014;Polyamide-6/polyamide-6, 6, without  load liquids, pastes
39081019;Polyamide-6, 9 or 6, 10 or 6-12, in liquids and pastes
39081021;Polyamide-11 in irreg.blocks, pieces, clots, etc.
39081022;Polyamide-12 in irreg.blocks, pieces, clots, etc.
31039019;Other hydrogenorthophosphate calcium
31039090;Other mineral or chemical fertilisers, phosphatic
31041000;Carnalite and other crude natural potassium salts
31042010;Potassium chloride, containing potassium oxide(k2o)<=60%
31042090;Other potassium chloride
31043010;Potassium sulphate, potassium oxide(k2o)<=52%
31043090;Other potassium sulphate
31049010;Sulphate double of potassium and magn., cont.k2o>al30%
31049090;Other mineral or chemical fertilisers, potassic
31051000;Fertilisers in tablets/packages wei.<=10kg
31052000;Fertilisers contaning nitrogen, phosphorus and potassium
48101990;Oth.paper/paperb.forwriting etc.mechanical fibre<=10%
37025110;Films forcolour photografic, unex.w<=16mm, l<=14m, in rells
37025190;Ot.films forcolour photografic, unex.w<=16mm, l<=14m, rolls
37025200;Films forcolour photografic, sen.unex.w<=16mm, l>14m, rolls
37025300;Films forcolors dispos.unexp.16<w<=35mm, l<=30m, rolls
37025411;Films forcolour photograf.sens.unexp.w=35mm, l<=30m, reels
38130030;Charges with hydrochlorofluorocarbons (hcfc) for fire-extinguishers
44119290;Other fibreboards of wood, not mechanically worked d>0.8g/cm3
48101910;Ot.paper forwrit.etc.fibre<=10%, strip w<=15cm, sh.<360mm
48101981;Oth.metallized paper, w>150g/m2, fibre<=10%
48101982;Other baryta paper, w>150g/m2, fibre<=10%
48101989;Oth.paper/paperb.forwriting etc.w>150g/m2, fibre<=10%
40116310;"Radial tires, new, for""dumpers"", ring>=1448mm"
40116320;Other new tires, forcontruction vehicles ring>=1143mm
40116390;Other new tires, forcontruction vehicles ring>61cm, spine
48231100;Self-adhesive paper, in strips or rolls
